,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,pop_size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,num_gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,mut_par,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,cross_par,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,prob_size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(25, 70, 0.6, 0.4, 25)",,977.0,984.0,984.0,984.0,984.0,984.0,984.0,984.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,988.0,988.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,992.0,994.0,994.0,994.0,994.0,994.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0
"(25, 70, 0.6, 0.4, 15)",,970.0,975.0,977.0,980.0,980.0,987.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,994.0,994.0,994.0,994.0,994.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1003.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0
"(10, 50, 0.3, 0.3, 25)",,979.0,979.0,979.0,981.0,987.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,,,,,,,,,,,,,,,,,,,,
"(10, 50, 0.3, 0.3, 15)",,965.0,970.0,980.0,980.0,981.0,984.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,,,,,,,,,,,,,,,,,,,,
"(10, 50, 0.6, 0.3, 25)",,976.0,976.0,982.0,982.0,982.0,987.0,987.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,990.0,990.0,990.0,990.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,,,,,,,,,,,,,,,,,,,,
"(10, 50, 0.6, 0.3, 15)",,968.0,970.0,979.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,,,,,,,,,,,,,,,,,,,,
"(10, 50, 0.3, 0.4, 25)",,975.0,976.0,976.0,980.0,980.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,985.0,985.0,985.0,985.0,985.0,985.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,989.0,989.0,989.0,989.0,989.0,989.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,,,,,,,,,,,,,,,,,,,,
"(10, 50, 0.3, 0.4, 15)",,965.0,972.0,972.0,972.0,972.0,972.0,972.0,972.0,977.0,978.0,978.0,978.0,979.0,979.0,979.0,979.0,980.0,980.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,985.0,985.0,,,,,,,,,,,,,,,,,,,,
"(10, 50, 0.6, 0.4, 25)",,964.0,974.0,975.0,979.0,979.0,979.0,979.0,979.0,979.0,981.0,982.0,982.0,982.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,988.0,988.0,988.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,994.0,994.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,,,,,,,,,,,,,,,,,,,,
"(10, 50, 0.6, 0.4, 15)",,970.0,976.0,976.0,976.0,976.0,977.0,977.0,977.0,977.0,977.0,977.0,977.0,979.0,979.0,979.0,979.0,980.0,980.0,980.0,980.0,986.0,986.0,986.0,986.0,987.0,987.0,987.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,
"(10, 70, 0.3, 0.3, 25)",,965.0,973.0,973.0,973.0,973.0,973.0,977.0,977.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,986.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,990.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0
"(10, 70, 0.3, 0.3, 15)",,969.0,975.0,975.0,975.0,980.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,983.0,983.0,983.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,989.0,990.0,990.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0
"(10, 70, 0.6, 0.3, 25)",,964.0,972.0,978.0,978.0,978.0,978.0,978.0,978.0,978.0,978.0,978.0,978.0,978.0,978.0,978.0,978.0,978.0,980.0,980.0,980.0,980.0,981.0,981.0,981.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,990.0,990.0,990.0,991.0,991.0,991.0,991.0,991.0,991.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,994.0,994.0,994.0,994.0,994.0,994.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0
"(10, 70, 0.6, 0.3, 15)",,965.0,969.0,975.0,975.0,977.0,977.0,978.0,978.0,978.0,978.0,978.0,978.0,981.0,981.0,981.0,984.0,986.0,986.0,986.0,986.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0
"(10, 70, 0.3, 0.4, 25)",,969.0,975.0,978.0,978.0,978.0,983.0,989.0,989.0,989.0,989.0,989.0,989.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0
"(10, 70, 0.3, 0.4, 15)",,969.0,974.0,974.0,974.0,975.0,980.0,980.0,981.0,981.0,981.0,982.0,982.0,982.0,982.0,982.0,982.0,984.0,988.0,988.0,988.0,990.0,990.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,994.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0
"(10, 70, 0.6, 0.4, 25)",,964.0,964.0,975.0,975.0,975.0,976.0,977.0,980.0,980.0,983.0,985.0,985.0,985.0,986.0,986.0,986.0,988.0,990.0,990.0,990.0,990.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,991.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
"(10, 70, 0.6, 0.4, 15)",,971.0,971.0,971.0,971.0,975.0,976.0,978.0,978.0,978.0,978.0,978.0,984.0,984.0,984.0,984.0,984.0,984.0,984.0,984.0,984.0,984.0,984.0,984.0,984.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0
